発表日	ﾀｰｹﾞｯﾄ会社名	買収側の社名	売却側の社名	発表時ﾃﾞｨｰﾙ総額(百万)	取引状況	売却側企業 12ｶ月EBITDA	売却側企業 12ｶ月営業利益率	売却側企業 12ｶ月粗利益率	売却側企業 過去12ｶ月売上高	買収側企業 12ｶ月EBITDA	買収側企業 12ｶ月営業利益率	買収側企業 12ｶ月粗利益率	買収側企業 過去12ｶ月売上高	ﾀｰｹﾞｯﾄ企業 12ｶ月EBITDA	ﾀｰｹﾞｯﾄ企業 12ｶ月営業利益率	ﾀｰｹﾞｯﾄ企業 12ｶ月粗利益率	ﾀｰｹﾞｯﾄ企業 過去12ｶ月売上高	売却側のﾃｨｯｶｰ	売却側企業 従業員総数	売却側企業 産業ｸﾞﾙｰﾌﾟ	買収側のﾃｨｯｶｰ	買収側企業 従業員総数	買収側企業 産業ｸﾞﾙｰﾌﾟ	ﾀｰｹﾞｯﾄ会社のﾃｨｯｶｰ	ﾀｰｹﾞｯﾄ企業 従業員総数	ﾀｰｹﾞｯﾄ企業 産業ｸﾞﾙｰﾌﾟ	売却側企業 付加価値	買収側企業 付加価値	ﾀｰｹﾞｯﾄ企業 付加価値	売却側企業 ﾌﾞﾙｰﾑﾊﾞｰｸﾞｺﾝｾﾝｻｽ(BEst)来年度予想 1株当利益(EPS)	売却側企業 ﾌﾞﾙｰﾑﾊﾞｰｸﾞｺﾝｾﾝｻｽ(BEst)本年度予想 1株当利益(EPS)	買収側企業 ﾌﾞﾙｰﾑﾊﾞｰｸﾞｺﾝｾﾝｻｽ(BEst)来年度予想 1株当利益(EPS)	買収側企業 ﾌﾞﾙｰﾑﾊﾞｰｸﾞｺﾝｾﾝｻｽ(BEst)本年度予想 1株当利益(EPS)	ﾀｰｹﾞｯﾄ企業 ﾌﾞﾙｰﾑﾊﾞｰｸﾞｺﾝｾﾝｻｽ(BEst)来年度予想 1株当利益(EPS)	ﾀｰｹﾞｯﾄ企業 ﾌﾞﾙｰﾑﾊﾞｰｸﾞｺﾝｾﾝｻｽ(BEst)本年度予想 1株当利益(EPS)		売却側企業 EBITDA
10/09/2019	Semaphore office building/Levallois-Perret	Primonial REIM	"Balzac Real Estate Investment,Europa Capital LLP (ﾌｧﾝﾄﾞ: Europa Fund V LP)"	156.37	Completed															"Diversified Finan Serv, Real Estate"	0605046D FP		Real Estate			Real Estate											
09/16/2021	WB Burgers Japan株式会社	WB Burgers Asia Inc	株式会社White Knight	154.29	Pending													1919510D JP		Investment Companies	WBBA US		Internet	1919515D JP		Food											
08/15/2008	ダヴィンチ神谷町	CR-Kamiyacho GmbH & Co	大和証券オフィス投資法人	153.92	Completed	170.715	50.7693		268.59									8976 JP		REITS	2957112Z GR		Real Estate			Real Estate											170.715
08/02/2016	Off-patent medicine brands	ルピン	塩野義製薬	152.85	Pending	1178.85	37.5298	81.8938	2768.34	345.82	11.2512		2011.02					4507 JP	5485	Pharmaceuticals	LPC IN	23302	Pharmaceuticals			Pharmaceuticals				352.118	349.609	43.925	33.624				1247.22
11/05/2001	大阪酸素工業	ＢＯＣグループ		152.6	Completed					1362.07	11.8235		6993.56	68.5107	7.55609	28.9329	502.958			N.A.	BOC LN		Chemicals	4089 JP	707	Chemicals											
09/11/2003	ＭＳＤ	ﾒﾙｸ		152.46	Completed					8869	11.3148	67.481	48547							N.A.	MRK US	74000	Pharmaceuticals	4515 JP		Pharmaceuticals						6.462	5.55				
05/06/2003	旭テック	Ripplewood Holdings LLC		152.41	Completed									89.6418	4.2549	12.0498	1024.65			N.A.	17167Z US	5150	Diversified Finan Serv	5606 JP	3964	Auto Parts&Equipment											
06/26/2006	Dorboy Investment Ltd	香港建設(控股) [HKC(ﾎｰﾙﾃﾞｨﾝｸﾞｽ)]	前田建設工業	151.12	Completed					82.9022	44.3581	55.9291	152.653					1824 JP		Engineering&Construction	190 HK	220	Engineering&Construction	DRBOYZ HK		Investment Companies				15.438	16.22						
09/04/2002	日本エア・リキード合同会社	ｴｱ･ﾘｷｰﾄﾞ		150.7	Completed					7085.14	18.2196		25121.2							N.A.	AI FP	64500	Chemicals	4086 JP	2100	Chemicals		15170.8				6.055	5.566				
05/30/2012	Golfzon Japan Co Ltd	ｺﾞﾙﾌｿﾞﾝ･ﾆｭｰﾃﾞｨﾝ･ﾎｰﾙﾃﾞｨﾝｸﾞｽ		150.25	Completed					50.5568	12.7738	38.9115	304.381							N.A.	121440 KS		Software	0507009D JP		Software											
12/15/2010	"Cameron Highlands Resort Sdn Bhd,Hilton Niseko,Vistana Penang,Vistana Kuala Lumpur"	YTLﾎｽﾋﾟﾀﾘﾃｨREIT	ＹＴＬコーポレーション	150.15	Completed	850.648	9.25618	18.7349	4206.7	41.6465	36.7221		74.6097					YTL MK		Holding Companies-Divers	YTLREIT MK		REITS			REITS				0.022	0.017	0.091	0.073				861.459
11/02/2016	Cachoeiras de Macacu Bebidas Ltda	ｱﾝﾍﾞﾌﾞ	キリンホールディングス	150.15	Completed	1664.23	5.17636	44.4944	17292.6	4494.63	28.4389	52.5925	12368.5					2503 JP	31151	Beverages	ABEV3 BZ	50000	Beverages	1456864D BZ		Beverages				147.801	113.728	0.791	0.716				1733.73
09/26/2011	興和テバ	ﾃﾊﾞﾌｧｰﾏｽｰﾃｨｶﾙ･ｲﾝﾀﾞｽﾄﾘｰｽﾞ	興和/愛知	150	Completed	207.029	3.31445	33.0109	3884.02	-1463	-17.8878	46.8758	16324					KOWAZ JP	6316	Miscellaneous Manufactur	TEVA IT	39717	Pharmaceuticals	TVKPCZ JP		Pharmaceuticals						2.732	2.604				207.029
07/04/2014	Apple & Eve LLC	ﾗｿﾝﾄﾞ･ｲﾝﾀﾞｽﾄﾘｰｽﾞ	ClearLight Partners LLC	150	Completed					159.607	7.2052	28.3547	1520.53					189838Z US	550	Private Equity	LAS/A CN	2700	Beverages	537759Z US		Beverages						14.17	12.85				
06/26/2020	Class 21A Education Pvt Ltd	Think & Learn Pvt Ltd	"Sequoia Capital Operations LLC,プライベート･インベスター,騰訊控股[ﾃﾝｾﾝﾄ･ﾎｰﾙﾃﾞｨﾝｸﾞｽ],Omidyar Network Commons LLC,Aet Inc,Waterbridge Capital Advisors LLP"	150	Proposed															"Internet, Investment Companies, Private Equity, Electrical Compo&Equip"	1391510D IN		Software	1582802D IN		Internet											
05/10/2007	Monte Siexo and Serra do Cando operating wind farm	ｲﾝﾌｨｹﾞﾝ･ｴﾅｼﾞｰ	"丸紅,電源開発"	149.22	Completed					103.25	29.5386	80.3483	196.856							"Distribution/Wholesale, Electric"	IFN AU		Investment Companies			Energy-Alternate Sources											
11/10/2015	Hoshino Resort Tomamu KK	上海豫園旅遊商城	"星野リゾート・リート投資法人,Matakite BV"	149.08	Completed						8.68537	22.6686	7045.58							"Diversified Finan Serv, REITS"	600655 CH	11648	Retail	7890137Z JP		Lodging						1.35	1.035				
04/28/2014	SAWフィルタ事業	ｽｶｲﾜｰｸｽ･ｿﾘｭｰｼｮﾝｽﾞ	パナソニック	148.5	Completed	6470.16	5.24915	29.8506	66680.3	1918.2	32.6562	49.5815	4755					6752 JP	240202	Home Furnishings	SWKS US	10000	Semiconductors			Electronics				118.303	104.521	11.523	10.413				5630.86
08/27/2003	499 Park Ave/NY	US Core Office Fund	住友生命保険	147.42	Completed		3.95141		31680.6									0003 JP		Insurance	302136Z US		REITS			Real Estate											
09/16/2019	DataCentre One Pte Ltd	ｹｯﾍﾟﾙDC REIT	"清水建設,ｹｯﾍﾟﾙ･ｲﾝﾌﾗｽﾄﾗｸﾁｬｰ･ﾄﾗｽﾄ"	145.52	Completed					169.978	80.9064		205.592							"Engineering&Construction, Gas"	KDCREIT SP		REITS	1023803D SP		Computers						0.115	0.108				
07/08/2014	"シノトランスジャパン株式会社,Wide Shine Development Ltd,Fujian Ningde Sinotrans Co Ltd,Jiangsu Fuchang Sinotrans Logistics Co Ltd,Jiangsu Jinmao Storage Co Ltd,Sinotrans Korea Shipping Co Ltd,Sinotrans Nissin International Transportation Co L,Guangxi Wuzhou Sinotrans Storage Co Ltd,Shandong Yantai Sinotrans Customs Co Ltd,Zhonglian Cargo Co Ltd"	中国外運[ｼﾉﾄﾗﾝｽ]	Sinotrans&CSC Holdings Co Ltd	145.28	Completed	672.254	1.74736	6.44263	19333		2.80248	5.15303	16093.5					CNFTTZ CH		Holding Companies-Divers	598 HK	34628	Transportation			"Storage/Warehousing, Transportation"						0.538	0.492				672.254
03/30/2018	Kook Je Electric Korea Co Ltd	KKR	日立国際電気	144.98	Completed	264.279	12.3269	30.7352	1856.02		67.2246		25464.7	18.2831	14.1225	28.9629	126.644	6756 JP	4962	Telecommunications	KKR US	1583	Private Equity	053740 KS		Semiconductors				214.775		3.919	3.623				127.823
05/31/2016	Italchimici SpA/Pomezia	Fimei Spa	"プライベート･インベスター,DeA Capital Alternative Funds SGR SpA (ﾌｧﾝﾄﾞ: Idea Energy Efficiency Sustainable Growth Fund),Progressio SGR SpA (ﾌｧﾝﾄﾞ: Progressio Investimenti II)"	144.81	Completed					648.064	32.7113	71.9207	1654.22	17.6047	29.2819		50.1824			"Investment Companies, Private Equity"	0264905Z IM		Diversified Finan Serv	4512651Z IM		Pharmaceuticals			29.9368								
09/24/2008	エフエックス・オンライン・ジャパン株式会社	IGｸﾞﾙｰﾌﾟ･ﾎｰﾙﾃﾞｨﾝｸﾞｽ	"Investor Group,プライベート･インベスター,みずほフィナンシャルグループ,フィンテック　グローバル"	144.31	Completed					640.388	52.491	98.5782	1154.65							"Internet, Banks, Diversified Finan Serv"	IGG LN	2034	Diversified Finan Serv	FXJKKZ JP		Internet						0.797	0.717				
05/21/2018	Takeda Chromo Beteiligungs AG	上海医薬集団	武田薬品工業	144	Completed	10816.1	17.6513	70.1846	31423.3		3.71979	13.6928	31724.1					4502 JP	47099	Pharmaceuticals	601607 CH	48136	Retail	1620812D SW		Pharmaceuticals				430.074	411.46	2.005	1.928				10083.4
12/11/2000	Ritz-Carlton Kapalau Hotel	ﾏﾘｵｯﾄ･ｲﾝﾀｰﾅｼｮﾅﾙ	日商岩井	143.78	Completed	525.725	0.629763	4.60281	36336.2	1041	7.01648	19.1993	9891					8063 JP	1038	Distribution/Wholesale	MAR US	121000	Lodging			Lodging						5.156	2.878				
07/07/1999	US ELECTRIC FUSE BUSINESS	ﾒﾙｾﾝ	ジャパンエナジー電子材料	143	Completed	571.27	1.05528	10.5831	16332.9	98.418	3.35215	30.1348	1035.6					5014 JP		Oil&Gas	MRN FP	6866	Electrical Compo&Equip			N.A.						2.868	2.4				629.747
06/03/2011	"Certain Assets,Minto Properties Pty Ltd"	ｷｭｰﾌﾞ･ﾛｼﾞｽﾃｨｸｽ･ﾎｰﾙﾃﾞｨﾝｸﾞｽ	川崎汽船	142.96	Completed	280.78	-1.89879	6.94104	6086.76	135.99	-2.70561		1458.15					9107 JP	6080	Transportation	QUB AU		Closed-end Funds			"Real Estate, Transportation"				1667.39	3877.73	0.103	0.091				213.028
08/29/2017	Ariake Central Tower	Korea Investment Management Co Ltd	中央日本土地建物	142.83	Completed	201.566	24.6012	38.9926	528.06	24.3068	44.324		53.7918					NITTZ JP	1044	Real Estate	KIMCOZ KS		Diversified Finan Serv			Real Estate											214.552
02/12/2015	Taiwan CFI Co Ltd	友達光電 [AU ｵﾌﾟﾄﾛﾆｸｽ]	凸版印刷	141.49	Completed	1190.97	4.32204	20.9704	13916.3	2729.1	13.009	20.206	11664.6					7911 JP	52401	Commercial Services	2409 TT		Electronics			Commercial Services				117.53	109.463	4.275	6.812				1148.86
02/06/2009	Lietocourt Arx Tower	St Martins Property Corp Ltd	ダヴィンチ・ホールディングス	141.29	Completed	-1208.29	-226.936	-222.536	532.776		21.8254		13.1912					4314 JP		Diversified Finan Serv	1287314Z LN		Real Estate			Home Builders											-1208.29
03/25/1999	PROPERTY IN KITA-KU DISTRICT	Investor Group	キリンホールディングス	140.62	Completed	1664.23	5.17636	44.4944	17292.6									2503 JP	31151	Beverages			N.A.			N.A.				147.801	113.728						1733.73
06/05/2011	Fabrication facility/Japan	ﾀﾜｰｾﾐｺﾝﾀﾞｸﾀｰ	マイクロン･テクノロジー	140	Completed	12579	22.6782	37.6214	27705	369.953	8.7158	19.5372	1364.78					MU US		Semiconductors	TSEM IT	5511	Semiconductors			Semiconductors				11.238	9.018	1.785	1.415				12497
11/06/2012	エンボイ･セラピューティクスInc	Unnamed Buyer	"武田薬品工業,ロシュ･ホールディング,プライベート･インベスター,5AM Venture Management LLC"	140	Completed															"Commercial Services, Pharmaceuticals, Private Equity"			N.A.	0276503D US		Commercial Services											
01/06/2017	"SkyOnline Inc,Netizen SA,トリックス株式会社,Calibi Custom LLC,Infotel Argentina SL"	ｸﾞﾙﾎﾟ･ｸﾗﾘﾝ		140	Completed					45.6777	7.41198	39.882	467.606							N.A.	GCLA AR	4775	Media			"Internet, Media, Telecommunications, Auto Parts&Equipment"											
04/08/2018	Edmodo Inc	網龍網絡控股[ﾈｯﾄﾄﾞﾗｺﾞﾝ･ｳｪﾌﾞｿﾌﾄ]	"New Enterprise Associates Inc (ﾌｧﾝﾄﾞ: New Enterprise Associates XIII LP),Greylock Partners (ﾌｧﾝﾄﾞ: Greylock Partners Discovery Fund LP),Benchmark Capital Holdings Co LLC (ﾌｧﾝﾄﾞ: Benchmark Capital Partners VI LP),Union Square Ventures LLC (ﾌｧﾝﾄﾞ: Union Square Ventures 2008 LP),インデックスベンチャー (ﾌｧﾝﾄﾞ: Index Ventures VI LP),KDDI Ventures (ﾌｧﾝﾄﾞ: KDDI Open Innovation Fund),Learn Capital LLC (ﾌｧﾝﾄﾞ: Learn Capital Venture Partners II LP)"	137.5	Pending								1007.85							"Diversified Finan Serv, Private Equity"	777 HK	5964	Software	3534250Z US		Software						2.262	1.984				
06/30/2003	Flagship store building/Tokyo	ﾃｨﾌｧﾆｰ		137.37	Completed					961.1	10.5817	61.9691	3668.6							N.A.	TIF US	14100	Retail			Home Builders						4.351	2.9				
09/06/2017	Rigontec GmbH	ﾒﾙｸ	"NRW銀行,MPﾍﾙｽｹｱﾍﾞﾝﾁｬｰﾏﾈｼﾞﾒﾝﾄ社,High-Tech Gruenderfonds Management GmbH (ﾌｧﾝﾄﾞ: High-Tech Grunderfonds II GmbH & Co KG),Wellington Partners GmbH (ﾌｧﾝﾄﾞ: Wellington Partners IV Life Science Fund),Boehringer Ingelheim Ventures (ﾌｧﾝﾄﾞ: Boehringer Ingelheim Venture Fund GmbH),Heartcore Capital A/S (ﾌｧﾝﾄﾞ: Sunstone Life Science Fund III K/S),Forbion Capital Partners (ﾌｧﾝﾄﾞ: Forbion Capital Fund III)"	137.16	Completed					8869	11.3148	67.481	48547							"Banks, Private Equity"	MRK US	74000	Pharmaceuticals	1084321D GR		Pharmaceuticals						6.462	5.55				
08/30/1999	HEADQUARTERS BUILDING	*MISTAKE(JTB)	宇部興産	136.9	Completed	675.275	5.68301	18.4197	5861.6									4208 JP	11113	Chemicals			N.A.			N.A.				244.101	230.163						587.532
01/25/2008	Nursing-home Operations	ｶｰﾗｲﾙ･ｸﾞﾙｰﾌﾟ	プロンプト･ホールディングス	136.64	Completed	84.1644	0.592698	19.3195	3179.43	3879.5	46.6826		7744					4723 JP	165	Commercial Services	CG US	1825	Private Equity			Healthcare-Services						3.522	3.268				
02/02/2017	Oki Sensor Device Corp	ｽﾀﾝﾃﾞｯｸｽ･ｲﾝﾀｰﾅｼｮﾅﾙ	沖電気工業	136.59	Completed	193.561	1.94296	24.9702	3675.87	93.732	9.01588	36.7651	656.22					6703 JP	15639	Telecommunications	SXI US	3900	Miscellaneous Manufactur	5835974Z JP		Electronics				150.173	50.33	5.825	5.243				211
04/18/2012	Shanghai Baoland Co Ltd	中国宝武鋼鉄集団	"三菱商事,東急不動産,嘉華国際集団 [K ﾜｰ･ｲﾝﾀｰﾅｼｮﾅﾙ]"	136.29	Completed					9732.72	4.92118	12.4612	97746.5							"Distribution/Wholesale, Real Estate"	SBSA CH		Iron/Steel	0277349D CH		Iron/Steel											
05/21/2018	Jade Prosper Holdings Ltd	Sunrise Bright Investment Ltd	武田薬品工業	136	Pending	10816.1	17.6513	70.1846	31423.3									4502 JP	47099	Pharmaceuticals	1620827D CH		Investment Companies	1620830D SW		Investment Companies				430.074	411.46						10083.4
04/20/2017	Hotel & commercial space at DUO	Impact Investment Group Pty Ltd	"積水ハウス,ﾌﾚｰｻﾞｰｽﾞ･ﾌﾟﾛﾊﾟﾃｨ"	135.95	Pending															"Home Builders, Real Estate"	1224936D AU		Investment Companies			Real Estate											
08/13/2008	Solado Harajuku commercial building	ﾄﾞｲﾂ信用協同組合中央金庫(ﾌﾗﾝｸﾌﾙﾄ)		135.76	Completed						5.06334		35544.4							N.A.	DZBK GR	31410	Banks			Real Estate											
05/11/2021	Kumho Polychem Co Ltd	錦湖石油化学[ｸﾝﾎ･ﾍﾟﾄﾛｹﾐｶﾙ]	ＪＳＲ	135.06	Pending	-196.689	-11.1894	31.6224	4093.48	1785.94	28.0789	31.5352	5826.72					4185 JP	9278	Miscellaneous Manufactur	011780 KS		Chemicals	KUMAAZ KS	176	Miscellaneous Manufactur				182.886	152.414	42999.7	60286.9				-264.363
07/18/2002	Recourse Technologies Inc	ﾉｰﾄﾝﾗｲﾌﾛｯｸ	"伊藤忠商事,ｹｲﾅｰﾝ･ﾊﾟｰﾄﾅｰｽﾞ (ﾌｧﾝﾄﾞ: Canaan Equity II LP),Menlo Ventures Management LP (ﾌｧﾝﾄﾞ: Menlo Ventures VIII LP),Doll Capital Management Inc (ﾌｧﾝﾄﾞ: Doll Technology Investment Fund II LP),Mesirow Financial Investment Management Inc (ﾌｧﾝﾄﾞ: Mesirow Capital Partners VII LP),Intel Capital Corp (ﾌｧﾝﾄﾞ: Intel Capital Brazil Technology Fund)"	135	Completed					1220	40.5261	85.589	2623							"Distribution/Wholesale, Diversified Finan Serv, Private Equity"	NLOK US	2808	Internet	114697Z US		Computers						1.984	1.714				
06/05/2007	7-Eleven ATM portfolio	ｶｰﾄﾞﾄﾛﾆｸｽ	ｾﾌﾞﾝ&ｱｲ･ﾎｰﾙﾃﾞｨﾝｸﾞｽ	135	Completed	5988.79	7.9822	22.7291	43909.8	282.635	5.82906	38.7311	1055.23					3382 JP	135332	Retail	CATM US	2027	Computers			Retail				338.254	238.549	2.12	1.7				5918.98
05/28/2021	Logistic center/Osaka	ﾊﾅ･ﾌｨﾅﾝｼｬﾙ･ｸﾞﾙｰﾌﾟ	ＳＢＳホールディングス	134.82	Completed	254.932	5.65733	11.6807	3102.32	7719.52	27.6079		14103.1					2384 JP	9742	Transportation	086790 KS		Diversified Finan Serv			Transportation				300.318	279.17	11027.2	10674.8				171.482
11/12/2010	シネックスジャパン	ｼﾈｯｸｽ	丸紅	134.3	Completed	2752.75	2.12668	10.332	64610	972.407	3.23887	7.55746	23416.8	2.07754	-0.185445	5.48456	1206.48	8002 JP	45470	Distribution/Wholesale	SNX US	280000	Software	7584 JP	447	Distribution/Wholesale				170.62	181.567	9.9	8.676				2576.37
05/24/2019	Lotte Incheon Development Co Ltd	ﾛｯﾃｼｮｯﾋﾟﾝｸﾞ	"ﾛｯﾃ,LOTTE Engineering & Construction Co Ltd,ﾎﾃﾙ･ﾛｯﾃ,Lotte Holdings Co Ltd"	134.08	Completed					1360.56	2.28414	41.1262	13964.1	43.9762	25.4432	70.4065	141.413			"Distribution/Wholesale, Food, Diversified Finan Serv, Engineering&Construction"	023530 KS		Retail	0747011D KS	5	Real Estate						6570.36	1024.55				
03/24/2005	Stake in 2 joint ventures	ヴァレオ	ボッシュ	133.94	Completed	368.804	8.32753	18.02	3211.9	2865.46	4.25648	17.6029	21916.8					6041 JP	5266	Auto Parts&Equipment	FR FP	110300	Auto Parts&Equipment			Auto Parts&Equipment						2.52	1.043				
08/17/2006	Five Retail Properties	ｱｽﾄﾛ･ｼﾞｬﾊﾟﾝ･ﾌﾟﾛﾊﾟﾃｨ･ｸﾞﾙｰﾌﾟ		133.01	Completed						84.1202		15.3326							N.A.	AJA AU		Real Estate			Real Estate						0.64	0.64				
02/27/2018	"Futtsu Solar & Kanagi Solar,Otsuki Wind"	ﾊﾟﾀｰﾝ･ｴﾅｼﾞｰ･ｸﾞﾙｰﾌﾟ	グリーンパワーインベストメント	131.5	Completed					311	-8.68762	7.02403	541					0792179D JP		Energy-Alternate Sources	PEGI US	228	Energy-Alternate Sources			Energy-Alternate Sources						0.702	0.787				
03/16/2012	アルファナテクノロジー株式会社	ｻﾑｽﾝ電機	日本産業パートナーズ	130.77	Completed					1830.48	13.7412	25.0571	7949.13					JIPTRZ JP		Investment Companies	009150 KS		Electronics	0209369D JP		Electronics						14855.7	13231.8				
06/23/2000	Brazilian manufacturing plant	ｾﾚｽﾃｨｶ	日本電気	130.04	Completed	3174.6	5.4007	28.9215	28724.5	273.7	2.69656	8.18089	5592.3					6701 JP	114714	Electronics	CLS CN	20550	Electronics			Electronics				369.702	296.535	1.369	1.154				3031.54
03/15/2000	Unnamed Target	StarInvest Group Inc		130	Completed						-128.693		0.432434							N.A.	STIV US	1	Telecommunications			Internet											
07/14/2010	Wafer Manufacturing Plant	ﾃｷｻｽ･ｲﾝｽﾂﾙﾒﾝﾂ	スパンション	130	Completed	205.014	5.31885	29.3799	1288.36	8555	45.1855	65.4635	16762					SPSNQ US	3400	Semiconductors	TXN US	30000	Semiconductors			Semiconductors						8.139	7.978				64.667
07/21/2015	Bridgelux Inc	複数買収者	"180ﾃﾞｨｸﾞﾘｰ･ｷｬﾋﾟﾀﾙ,東芝,Passport Capital LLC,VentureTech Alliance LLC,Jebsen Asset Management AS,VantagePoint Capital Partners (ﾌｧﾝﾄﾞ: VantagePoint Cleantech Partners LP),Doll Capital Management Inc (ﾌｧﾝﾄﾞ: DCM V LP),Chrysalix Energy LP (ﾌｧﾝﾄﾞ: Chrysalix Energy LP II),Craton Equity Partners LLC (ﾌｧﾝﾄﾞ: Craton Equity Investors I LP),Novus Energy Partners LP,Invus Group LLC/The (ﾌｧﾝﾄﾞ: IFA PE Fund II LP),El Dorado Ventures LP (ﾌｧﾝﾄﾞ: El Dorado Ventures VII LP)"	130	Completed															"Diversified Finan Serv, Investment Companies, Private Equity, Miscellaneous Manufactur"			"Telecommunications, Investment Companies, Electrical Compo&Equip"	3327748Z US		Electrical Compo&Equip											
09/14/2016	Citrus Payment Solutions Pvt Ltd	ﾅｽﾊﾟｰｽﾞ	"デジタルガレージ,ＢＥＥＮＯＳ,Sequoia Capital Operations LLC (ﾌｧﾝﾄﾞ: Sequoia Capital India Growth Fund II LP),Ascent Capital Advisors India Pvt Ltd (ﾌｧﾝﾄﾞ: Ascent India Fund III LP),Unknown Seller"	130	Completed					-925	-20.0371	31.1089	5934							"Internet, Investment Companies, Private Equity"	NPN SJ	28445	Media	0747289D IN		Software		2455				14.133	10.539				
04/23/2020	Moka Teknologi Indonesia PT	Aplikasi Karya Anak Bangsa PT	"EDBI Pte Ltd,Northstar Pacific Partners (ﾌｧﾝﾄﾞ: Northstar Equity Partners IV LP),Pegasus Tech Ventures Inc (ﾌｧﾝﾄﾞ: Fenox Global Fund IV),Wavemaker Partners LLC (ﾌｧﾝﾄﾞ: Wavemaker Fund III),Convergence Ventures (ﾌｧﾝﾄﾞ: Convergence Accel Fund I),Sequoia Capital Operations LLC (ﾌｧﾝﾄﾞ: Sequoia Capital Global Growth Fund II LP),Mandiri Capital Indonesia PT,East Ventures (ﾌｧﾝﾄﾞ: イーストベンチャーズ２号投資事業有限責任組合),SoftBank Ventures Asia Corp (ﾌｧﾝﾄﾞ: SB Global Champ Fund)"	130	Completed															"Investment Companies, Private Equity"	1379371D IJ		Software	1481723D IJ		Software											
05/14/2002	Land in Katsushika & Adachi	Investor Group	日本大昭和板紙	129.93	Completed	43.5564	-1.97722	15.4726	723.809									3869 JP	1020	Forest Products&Paper			N.A.			Real Estate											
05/25/2000	4 automotive glass businesses	Pilkington Group Ltd	日本板硝子	129.4	Completed	444.247	1.9453	23.5635	5213.14	739.679	9.14149		4652.58					5202 JP	25955	Building Materials	PILK LN		Building Materials			N.A.				112.418	118.44						264.92
10/19/2015	Tsingtao Brewery Suntory Shanghai Sales Co Ltd	青島●酒	寿不動産	129.38	Completed						11.5985	42.1197	4588.6					KOTOBUKI JP		Holding Companies-Divers	600600 CH	35678	Beverages	TSBSSZ CH		Beverages						2.451	2.056				
10/29/2020	ＪＴ貯蓄銀行	Banker Street Co Ltd	Ｊトラスト	129.17	Terminated	209.143	11.059		350.425									8508 JP	2946	Diversified Finan Serv	1719697D KS		Private Equity	1099729D KS		Banks											121.024
01/05/2020	warehouse/Odawara	複数買収者	ｱﾏｿﾞﾝ･ﾄﾞｯﾄ･ｺﾑ	128.73	Completed	65341	6.68489	40.679	443298									AMZN US	1335000	Internet			"Diversified Finan Serv, Real Estate"			Storage/Warehousing				82.249	68.734						53169
08/08/2008	ボッシュ	ﾛﾊﾞｰﾄ･ﾎﾞｯｼｭ		128.63	Completed					7355.04	2.20438	31.5383	81627	368.804	8.32753	18.02	3211.9			N.A.	RBOS GR	395034	Auto Parts&Equipment	6041 JP	5266	Auto Parts&Equipment		43783.1									
10/13/2008	Commercial building/Japan	ｺﾞｰﾙﾄﾞﾏﾝ･ｻｯｸｽ･ｸﾞﾙｰﾌﾟ		127.6	Completed					33759	40.4106		61907							N.A.	GS US	40800	Diversified Finan Serv			Real Estate						37.662	53.312				
03/24/2009	ProLogis Park Misato II	シンガポール政府投資公社	Prologis	127.45	Completed	-197.199	-54.3974		1012.36									8394653Q US	1100	REITS	GIC SP		Investment Companies			Home Builders				0.025	-0.136						-237.284
01/12/2001	Vantec Corp/Old	3iｸﾞﾙｰﾌﾟ	日産自動車	126.79	Completed	7189.46	0.907904	14.7666	81683.2		94.2901		2543.23					7201 JP	131461	Auto Manufacturers	III LN	234	Private Equity	VCZ JP		Transportation				73.007	32.056	2.037	2.561				5274.18
06/29/2001	Geesinknorba Group	ｵｼｭｺｼｭ	日興ｺｰﾃﾞｨｱﾙｸﾞﾙｰﾌﾟ	126.63	Completed	1934.69	25.3765		4858.77	705.1	7.61413	16.4001	7458.5					8603 JP	11819	Diversified Finan Serv	OSK US	14400	Auto Manufacturers	1789Z NA		Auto Manufacturers						8.339	6.493				-604.452
10/27/2006	明星食品	Steel Partners Ltd		126.57	Terminated									22.5166	1.33385	51.7093	669.381			N.A.	SLPL US		Commercial Services	2900 JP	356	Food											
04/13/2007	インパクト二十一	ﾗﾙﾌﾛｰﾚﾝ		126.33	Completed					586.1	6.52223	65.8046	5289.6	27.0632	10.1804	36.6925	244.963			N.A.	RL US	12100	Apparel	9944 JP	271	Distribution/Wholesale						7.997	7.065				
05/25/2020	ｽｶｲｿｰﾗｰ･ﾎｰﾙﾃﾞｨﾝｸﾞｽ	複数買収者		125.86	Withdrawn									29.95	23.3599	53.1119	65.925			N.A.			"Distribution/Wholesale, Diversified Finan Serv, Investment Companies, Private Equity"	SKYS US	135	Investment Companies											
05/08/2007	Wandoo Field	バーミリオン･エナジー	三井物産	125.4	Completed	4817.44	2.49709	9.73044	85908.6	1432.09	96.7569	10.6406	1018.99					8031 JP	44509	Distribution/Wholesale	VET CN	750	Oil&Gas			Oil&Gas				372.474	412.968	1.012	4.97				3928.51
04/13/2016	Portfolio of novel subtype-selective muscarinic re	ｱﾗｶﾞﾝ	そーせいグループ	125	Completed	14.4645	2.27537	90.7398	88.7499	2751.2	-21.3448	83.7328	16096.2					4565 JP	188	Pharmaceuticals	AGN US	17400	Pharmaceuticals			Pharmaceuticals				38.547	33.926	17.486	16.163				21.345
