発表日,ﾀｰｹﾞｯﾄ会社名,買収側の社名,発表時ﾃﾞｨｰﾙ総額(百万),買収側企業 人件費,ﾀｰｹﾞｯﾄ企業 人件費,買収側企業 12ｶ月売上原価,ﾀｰｹﾞｯﾄ企業 12ｶ月売上原価,買収側企業 原材料,ﾀｰｹﾞｯﾄ企業 原材料,買収側企業 外国人持株比率,ﾀｰｹﾞｯﾄ企業 外国人持株比率,ﾀｰｹﾞｯﾄ企業 販管費･その他営業費用,買収側企業 SIC名,ﾀｰｹﾞｯﾄ企業 SIC名
1999-05-21,丸金醤油,ｼﾞｬﾊﾟﾝ･ﾌｰﾄﾞ&ﾘｶｰ･ｱﾗｲｱﾝｽ,11.13,17.3535,,211.367,,4.27988,,2.0,,,,
1999-05-26,Golden Genesis Co,京セラ,39.97,,,11454.8,37.642,997.134,6.973,33.29,,8.318,SEMICONDUCTORS,PLUMB/HEAT
1999-05-26,大和通信建設,和興エンジニアリング,22.59,,,322.175,,0.0215097,0.422813,,0.03,9.01288,,
1999-05-28,日本電気精器,TDKラムダ,14.72,,,331.672,,,,,,44.0665,,
1999-05-31,3 SUBSIDIARY CREDIT CLAIMS,オリックス,225.78,2481.15,,,,,,44.05,,,MISC BUS CRED,
1999-05-31,NUCLEAR REACTOR INSPECT UNIT,ＩＨＩ,1.3,2144.51,,8872.41,,1302.51,,25.59,,,,
1999-06-11,Nippon Auto-Photo KabushikiKaisha,ﾌｫﾄﾐｰ･ｲﾝﾀｰﾅｼｮﾅﾙ,3.56,,,196.978,,,,,,,,
1999-06-14,Konica Minolta Printing Solutions USA Inc,ミノルタ,34.0,,,2406.81,,,,,,,,COMP PERIPHER
1999-06-15,Sumitomo Metal Bio-Science Inc,エスアールエル,28.17,,,,,,,,,,,
1999-06-22,KANSAI BILLET FACTORY SITE,大阪製鐵,75.01,10.999,,720.221,,58.5842,,8.72,,,,
1999-06-28,2 OVERSEAS UNITS,みずほ信託銀行/旧,82.49,,,,,,,,,,,
1999-07-02,Clare EMG Inc,スミダコーポレーション,36.43,280.803,,793.456,,68.151,,29.91,,,,
1999-07-06,Dominion Semiconductor LLC,東芝,204.66,,,22003.4,,913.787,,50.44,,,COMPUTR/OFFICE,
1999-07-07,US ELECTRIC FUSE BUSINESS,ﾒﾙｾﾝ,143.0,316.945,,723.522,,112.959,,,,,MISC ELEC EQUI,
1999-07-12,"MIAMI, FL (USA) BUSINESS",ｼｭﾛｰﾀﾞｰ,5.0,1251.37,,677.434,,,,,,,,
1999-07-13,CHIP-MAKING DIVISION,新日本無線,12.37,30.1824,,378.417,,37.8931,,11.97,,,,
1999-07-15,Kingston Technology Co Inc,Investor Group,450.0,,,,,,,,,,,COMP STRG DEV
1999-07-21,ハリマセラミック,黒崎播磨 　,43.29,46.9392,,922.494,,89.2144,,12.05,,35.5937,,
1999-07-23,京三電線,東日京三電線,17.88,,,193.143,,2.01627,,,,12.1051,NONFERR WIREDR,
1999-07-27,カンセイ,マレリ,135.47,,,8514.93,,29.3762,,,,,,
1999-07-27,Asahi/America Inc,旭有機材,27.93,54.4762,,368.063,27.361,24.0937,,11.9,,,,VALVES & PIPE
1999-07-28,NetWAVE Inc,NTT Asia Pacific Holdings Pte Ltd,18.75,,,570.515,,,,,,,,
1999-07-28,興亜石油,ＥＮＥＯＳ,224.77,,,69394.0,2652.71,,,,1.02,74.5449,,
1999-07-29,METAL PARTS DIVSION,日立粉末冶金,13.87,,,400.708,,,,,,,,
1999-07-29,Coates,ＤＩＣ,506.76,419.414,,5441.1,,532.991,,23.48,,,,
1999-07-30,Pebble Beach Co,Investor Group,819.24,,,,,,,,,,,HOTEL/MOTEL
1999-08-03,マツダクレジット,ﾌｫｰﾄﾞ･ﾓｰﾀｰ,69.52,,,121076.0,,4676.0,,,,,VEHIC/CAR BODY,
1999-08-03,三菱マテリアル神戸ツールズ,三菱マテリアル,121.65,443.413,,13215.5,,1229.72,,31.23,,,,
1999-08-06,サコス,西尾レントオール,20.04,211.421,22.0092,903.899,106.06,12.3116,1.44885,20.29,0.05,47.1519,,
1999-08-12,近畿銀行,関西みらい銀行,536.31,,,,,,,,,346.592,,
1999-08-16,藍屋,すかいらーく,69.09,,,1100.54,114.326,,3.76874,,5.92,198.571,,
1999-08-23,PROJECTION SYSTEMS BUSINESS,ウシオ電機,25.06,111.528,,843.452,,154.688,,28.29,,,,
1999-08-23,ASIA PAC OFFICE AUTOMATION BU,リコー,48.12,5172.9,,10691.0,,,,42.51,,,PHOTOG EQUIP,
1999-08-25,アマダワシノ,アマダマシニックス,50.7,,,366.148,,,,11.05,0.79,21.6397,,
1999-08-25,アマダメトレックス,アマダ,284.09,578.891,,1487.7,,160.031,,39.55,13.36,205.242,,
1999-08-25,ノリタ光学,エンプラス,19.87,35.9119,,173.524,,15.8575,,12.2,13.05,8.77795,,
1999-08-26,日華油脂,ホーネンコーポレーション,3.7,,,547.392,,,,,,,,
1999-08-30,HEADQUARTERS BUILDING,*MISTAKE(JTB),136.9,,,,,,,,,,,
1999-08-31,Japan Telecom Services Co,ソフトバンク,274.05,3446.82,,26431.9,,,,19.79,,,,
1999-08-31,ジェンズ,ソフトバンク,451.43,3446.82,,26431.9,,,,19.79,,,,
1999-09-08,Trans-Pacific Cable,ソフトバンクグループ,175.0,6962.65,,26905.7,,,,26.71,,,PHONE NO RADI,
1999-09-08,MIRAMAR SHERATON HOTEL/CA,Maritz Wolff & Co LLC,90.15,,,,,,,,,,HOTEL/MOTEL,
1999-09-17,あおば生命保険,Artemis SA,233.86,,,,,,,,,,,
1999-09-22,Kinden Kansai Services Co Inc,Asyst Technologies Inc,11.3,,,269.584,,,,,,,INDL MACH NEC,ELECTRICAL WRK
1999-09-24,神栄石野証券,さくらフレンド証券,78.21,,,,,,,,,,,
1999-09-24,DIAGNOSTIC DRUG BUSINESS,先端生命科学研究所,6.05,,,,,,,,,,,
1999-09-27,Owada Carbon Industrial Co,東洋炭素,8.03,17.2972,,225.689,,26.3795,,12.15,,,,
1999-09-27,Unitika Life KK,Osaka Gas Security Service Co,4.53,,,,,,,,,,,
1999-09-28,Applied Komatsu Technology Inc,アプライド・マテリアルズ,85.14,,,11529.0,,870.0,,,,,SEMICONDUCTORS,
1999-09-29,Intl Fluoropolymers Unit,ＡＧＣ,136.0,2857.4,,10699.9,,1052.52,,22.38,,,,
1999-10-01,ｶﾝｻｲ･ﾈﾛﾗｯｸ･ﾍﾟｲﾝﾂ,関西ペイント,25.05,279.069,41.0477,2549.5,,220.107,53.8794,28.8,79.03,589.588,,
1999-10-04,Intravenous & nutritional bus,味の素,84.55,1985.68,,6407.71,,508.607,,27.67,,,,
1999-10-18,Cognotec,ソフトバンクグループ,20.06,6962.65,,26905.7,,,,26.71,,,PHONE NO RADI,
1999-10-18,さくら銀行,三井住友銀行,44815.05,4050.7,,,,,,,19.27,5500.05,NATL COML BANK,
1999-10-20,Ferrotec USA Corp,フェローテックホールディングス,41.39,60.6555,,601.967,13.599,60.3952,,30.35,,,,SEMICONDUCTORS
1999-10-21,マジックソフトウェア・ジャパン株式会社,ﾏｼﾞｯｸｿﾌﾄｳｪｱ･ｴﾝﾀｰﾌﾟﾗｲｾﾞｽﾞ,3.6,,,302.942,,,,,,,PREPAKG SOFTW,PREPAKG SOFTW
1999-10-22,ワコー電器,ローム,100.35,166.796,,2540.25,,384.432,,44.92,1.5,6.96658,,
1999-10-22,アポロ電子工業,ローム,54.13,166.796,,2540.25,,384.432,,44.92,0.42,9.46982,,
1999-10-27,OYLｲﾝﾀﾞｽﾄﾘｰｽﾞ,ダイキン工業,1.06,2121.5,259.429,17139.0,,976.756,104.844,36.2,,216.141,,
1999-10-27,Yakuo KK,アスティス,3.34,,,705.581,,,,,,,,
1999-10-27,Teichiku Records Co,日本ビクター,8.32,506.205,,3832.73,,114.635,,,,,,
1999-10-27,Kamihara Yakugyo KK,アスティス,12.97,,,705.581,,,,,,,,
1999-11-04,韓国電気硝子,ＡＧＣ,174.67,2857.4,,10699.9,,1052.52,,22.38,,,,
1999-11-05,太洋海運,川崎汽船,16.29,367.448,,5837.7,,201.691,0.801823,53.61,0.05,3.61317,,
1999-11-15,日本アムウェイ,Amway Japan GK,476.69,,,,,,,,92.06,894.726,DRUGS/SUNDRIES,DIRECT SALES
1999-11-16,Nippon Kaigo Service,プロンプト･ホールディングス,18.91,,,2565.18,,,,,,,EMPLOY AGENT,
1999-11-16,Kyodo Light Metal Ltd,昭光通商,1.65,26.7984,,862.696,,4.83059,,1.08,,,,
1999-11-22,若山精密工業,パナソニック,11.22,14207.5,,47065.3,,2082.54,,31.91,,,RADIO/TV EQUIP,
1999-11-22,松下冷機,パナソニック,352.29,14207.5,,47065.3,,2082.54,,31.91,1.66,311.969,RADIO/TV EQUIP,
1999-11-23,Fujimi Corp,フジミインコーポレーテッド,9.8,50.7596,,231.971,,20.5949,,14.17,,,,
1999-11-24,PTS Co,NTT Asia Pacific Holdings Pte Ltd,23.6,,,570.515,,,,,,,,
1999-11-24,加商,豊田通商,400.03,2222.23,,61541.4,,274.614,,20.56,,,,
1999-11-26,Indonesian Rubber Plantation,ブリヂストン,12.25,2491.13,,18272.2,,1339.0,,22.78,,,,
1999-11-29,non-footwear Japanese trdmrks,伊藤忠商事,25.0,5555.56,,87706.3,,491.809,,35.42,,,METAL SVC CNTR,
1999-11-29,アクサ生命,ｱｸｻ,1954.65,8433.97,,,,,,,98.02,371.612,LIFE INSURANCE,HOLDING CO NEC
1999-11-30,Symthomer Ltd,ｼﾝﾄﾏｰ,98.4,322.117,,,,107.706,,,,,,
1999-12-08,Futaba General Development,環境建設,60.31,,,223.391,,0.152491,,0.3,,,,
1999-12-09,共同酸素,エア・ウォーター,66.33,1165.46,,6118.55,,162.191,,24.17,,,,
1999-12-13,666 Fifth Avenue/NY,Tishman Speyer Properties LP,542.28,,,,,,,,,,,
1999-12-15,Millmerran Power Partners,丸紅,165.33,2916.88,,61513.6,,,,30.39,,,,
1999-12-16,日本移動通信　　　　 　　　　　　,ＫＤＤＩ,10710.13,4252.74,,27786.0,,,,27.15,,,,
1999-12-16,ＫＤＤ,ＫＤＤＩ,11330.13,4252.74,,27786.0,,,,27.15,,,,
1999-12-16,Tri Petch Isuzu Sales Co Ltd,三菱商事,211.49,6365.89,,122488.0,,1864.39,,28.78,,,,
1999-12-17,life policies,ｾﾞﾈﾗﾙ･ｴﾚｸﾄﾘｯｸ(GE),2324.01,,,55854.0,,7937.0,,,,,ELECT EQUIP,
1999-12-20,XenoMouse,Abgenix Inc,56.87,,,,,,,,,,BIOLOG PROD,
1999-12-20,Kumho Virgin Islands Inc,ブリヂストン,138.69,2491.13,,18272.2,,1339.0,,22.78,,,,
1999-12-21,高島屋スペースクリエイト,髙島屋,22.73,717.513,,4727.05,,10.6798,,13.02,,,,SPEC TRADE NEC
1999-12-22,CDMA consumer phone business,京セラ,235.0,,,11454.8,,997.134,,33.29,,,SEMICONDUCTORS,
1999-12-22,新日軽,日本軽金属,35.72,195.76,,4027.03,,229.88,,12.29,,,,
1999-12-24,Ise Electric Corp,ノリタケカンパニーリミテド,4.85,95.7556,,804.475,,46.5057,,17.94,,,,
1999-12-27,環ネットワーク,キューサイ,22.32,,,101.643,,,,,,,,
1999-12-28,中油燃気集団[ﾁｬｲﾅ･ｵｲﾙ･ｱﾝﾄﾞ･ｶﾞｽ･ｸﾞﾙｰﾌﾟ],光通信,80.92,358.043,44.5511,2557.4,1368.71,2.45909,23.3522,22.83,,135.442,,
2000-01-07,Pharmaceutical Division,ＵＣＢ,53.23,1502.52,,1633.14,,119.805,,,,,PHARM PREPS,
2000-01-07,Wireless telecomm network,ＮＴＴドコモ,171.09,2743.69,,,,40.2394,,12.57,,,RADIO/TV EQUIP,
2000-01-12,クレディ・スイス生命保険,クレディ･スイス･グループ,164.21,10546.9,,,,,,,,,INVEST ADVICE,
2000-01-12,Shirakawa Densei Co,日東工器,20.74,27.8277,,120.839,,20.3237,,14.62,,,,
2000-01-12,昭和テクノス,エクシオグループ,65.07,166.928,,4906.03,150.159,,,20.34,,14.5286,,
2000-01-19,中国華仁医療[ﾁｬｲﾅ･ﾜｰﾔﾝ･ﾍﾙｽｹｱ],ソフトバンクグループ,10.1,6962.65,14.3735,26905.7,22.2564,,,26.71,,-7.94188,PHONE NO RADI,
2000-01-20,ニッセイ・ウェルス生命保険,ﾎﾞﾔ･ﾎｰﾙﾃﾞｨﾝｸﾞｽ,38.07,,,,,,,,,239.629,HOSP/MED SVC,
2000-01-21,株式会社ザイマックス,Consortium,47.7,,,,,,,,,,,GUARD SERVICE
2000-01-21,Recruit Building Management Inc,ｿｰﾙ･ﾘｱﾘｾﾞｰｼｮﾝ,21.93,4.3995,,,,,,,,,MISC INVSTRS,
2000-01-23,ヒューリック,M&A Consulting Inc,8.68,,100.082,,2431.14,,3.05905,,12.32,368.094,,
2000-01-24,Cognotec,ソフトバンクグループ,19.91,6962.65,,26905.7,,,,26.71,,,PHONE NO RADI,
2000-01-25,Nihon Silica Glass Co Ltd,東ソー,1.92,265.684,,5361.26,,420.134,,31.77,,,,
2000-01-31,大阪石油化学,三井化学,74.5,1422.97,,9801.83,,748.766,,29.8,,,,ORG CHEM NEC
2000-02-01,アイフルホームテクノロジー,ＬＩＸＩＬ,24.28,2681.15,,8545.81,,429.572,,43.5,1.57,24.4628,,
2000-02-01,トステムビバ,ＬＩＸＩＬ,203.17,2681.15,,8545.81,,429.572,,43.5,,,,LUMB OTH MTRLS
2000-02-01,東洋エクステリア,ＬＩＸＩＬ,263.25,2681.15,,8545.81,,429.572,,43.5,4.2,120.69,,
2000-02-02,Seton Scholl Japan Ltd,ＳＳＬインターナショナル,8.68,,,483.902,,,,,,,,
2000-02-09,東邦テナックス,帝人,116.44,622.84,,5839.09,312.298,369.849,,36.02,,,,
2000-02-09,US Plant/Oregon,Flextronics Manufacturing Singapore Pte Ltd,199.53,,,,,,,,,,,
2000-02-09,偉禄集団[ﾘｱﾛｰﾄﾞ･ｸﾞﾙｰﾌﾟ･ﾎｰﾙﾃﾞｨﾝｸﾞｽ],セガ,17.61,,16.3054,1286.23,98.2049,,3.6518,,,-240.781,,
2000-02-10,DVD Mfg Assets,ランク･グループ,18.1,224.464,,411.473,,,,,,,REC SERVICES,
2000-02-10,Department Store,髙島屋,275.74,717.513,,4727.05,,10.6798,,13.02,,,,
2000-02-14,八木アンテナ,日立国際電気,101.81,,,1285.57,,87.8178,,20.92,,33.8329,,
2000-02-14,日立電子,日立国際電気,334.69,,,1285.57,,87.8178,,20.92,1.64,100.124,,
2000-02-15,Nissay General Insurance,ニッセイ同和損害保険,70.97,,,,,,,17.06,,,,
2000-02-15,Amic Sachtler Corp,ﾊﾞｲﾃｯｸｸﾞﾙｰﾌﾟ,1.07,9.50046,,276.201,,23.0702,,,,,,
2000-02-17,First Sentier Investors UK IM Ltd,Colonial Pty Ltd,115.6,,,,,,,,,,,
2000-02-17,東海東京証券,東海東京ﾌｨﾅﾝｼｬﾙ･ﾎｰﾙﾃﾞｨﾝｸﾞｽ,675.08,259.42,,,,,,10.91,4.9,214.103,,
2000-02-22,E1 Media Technology Ltd,光通信,25.69,358.043,,2557.4,,2.45909,,22.83,,,,
2000-02-23,東燃,東燃ゼネラル石油,2659.61,210.625,,17490.1,,1058.17,,33.26,53.29,170.004,,
2000-02-24,Toner Business,富士フイルムビジネスイノベーション株式会社,9.03,,,,,14.7152,,,,,PHOTOG EQUIP,
2000-02-24,工場,富士フイルムビジネスイノベーション株式会社,14.92,,,,,14.7152,,,,,PHOTOG EQUIP,
2000-02-25,Interests in 3 Steering Co's,日本精工,53.0,1620.86,,6368.32,,259.226,,21.71,,,,
2000-02-25,3 seatbelt units,オートリブ,75.31,,,6983.0,,378.8,,,,,VEHICLE PARTS,
2000-02-25,Tokyo Sheraton Hotel,Investor Group,434.51,,,,,,,,,,,
2000-02-29,Fluid Systems Business,豊田合成,20.0,214.075,,6411.23,,306.573,,17.89,,,,
2000-02-29,AT&T Global Network Services Japan LLC,エヌ･ティ･ティ･コミュニケーションズ,50.0,,,,,,,,,,,
2000-03-01,Michelin Okamoto Tire Corp,ﾐｼｭﾗﾝ,45.78,6816.14,,18459.6,,1271.4,,,,,,
2000-03-01,7-Eleven Inc,イトーヨーカ堂ＳＨＣ,540.08,,,21913.3,9857.0,,,,,,,GROCERY STORE
2000-03-02,DirecTV Japan Management Inc,スカパーＪＳＡＴ,84.3,,,482.537,,,,,,,,
2000-03-08,Headway Technologies Inc,ＴＤＫ,122.0,2.66014,,11069.6,,1096.44,,37.35,,,ELEC COMP NEC,
2000-03-08,フィリピン日産自動車会社,裕隆汽車 [ﾕｰﾛﾝ･ﾓｰﾀｰ],14.59,309.517,,2224.58,,103.198,,,,,,VEHIC/CAR BODY
2000-03-09,Baltimore Technologies Japan KK,Baltimore PLC/Old,25.03,19.7462,,,,,,,,,,
2000-03-10,Prudential Building Materials,伊藤忠商事,65.9,5555.56,,87706.3,,491.809,,35.42,,,METAL SVC CNTR,
2000-03-14,Sony Kihara,ソニーグループ,15.11,84.2094,,64791.7,,952.473,,59.69,,,RADIO/TV EQUIP,
2000-03-14,Qualica Inc,ＴＩＳ,65.1,,,1537.68,,,,,,,,PRGRMNG SVC
2000-03-15,日野車体工業,日野自動車,13.8,585.24,,11743.4,,307.712,,19.8,,24.8236,,
2000-03-15,Machine vision business,ｺｸﾞﾈｯｸｽ,10.99,,,263.349,,26.8,,,,,PROC CTRL INST,
2000-03-15,Unnamed Target,StarInvest Group Inc,130.0,,,,,,,,,,MISC BUS CRED,
2000-03-17,Nippon Aerosil Co Ltd,Degussa-Huels AG,48.07,3484.14,,13147.9,,,,,,,,INORG CHEM NEC
2000-03-17,熊沢製油産業,味の素,6.14,1985.68,,6407.71,,508.607,0.205399,27.67,0.04,0.538687,,
2000-03-22,三菱UFJファクター,三菱ＵＦＪ銀行,4.68,,,,,,,,,,COML BANK NEC,S/T BUS CRED
2000-03-22,浅野スレート,エーアンドエーマテリアル,56.86,19.8661,,257.927,,3.24564,,6.615,0.06,53.672,,
2000-03-22,ダイアモンド信用保証,三菱ＵＦＪ銀行,1029.29,,,,,,,,,,COML BANK NEC,FED CREDIT
2000-03-22,DDI Europe Ltd,ＫＤＤＩ,86.5,4252.74,,27786.0,,,,27.15,,,,
2000-03-23,鈴木シャッター,ＬＩＸＩＬ,16.14,2681.15,,8545.81,,429.572,,43.5,,,,METAL DOORS
2000-03-23,Eslon Thermoplastics,アガ･レンジマスター･グループ,25.04,131.13,,,,19.0088,,,,,,
2000-03-23,興亜火災海上保険,日本興亜損害保険,689.62,,,,,,,,18.51,1833.5,,
2000-03-23,オリエント信販,ユニゾンキャピタルパートナーズ,84.83,,,,,,,,,,,
2000-03-23,大阪ダイヤモンド工業,アライドマテリアル,38.11,,,,,,,23.0,0.05,26.2217,,
2000-03-27,2 European joint ventures,味の素,67.0,1985.68,,6407.71,,508.607,,27.67,,,,
2000-03-27,Gujyo Credit Union,大垣共立銀行,1.56,214.735,,,,,,11.35,,,,
2000-03-29,Land & Building in Chiyoda-ku,Asia Pacific Land BHD,21.85,3.95748,,3.18361,,0.00326797,,,,,,
2000-03-31,Memorex Telex Asia Pacific,NCR,16.92,,,5035.0,,,,,,,CALCULATORS,
2000-04-03,Siam Yamaha Co,ヤマハ発動機,205.49,1045.0,,11834.6,,653.998,,27.93,,,,
2000-04-03,GranPac Foods Inc,Ajinomoto USA Inc,7.5,,,,,,,,,,PACK FROZ FOOD,
2000-04-04,ﾄﾖﾀ ﾏﾃﾘｱﾙ ﾊﾝﾄﾞﾘﾝｸﾞ ﾖｰﾛｯﾊﾟ,豊田自動織機,896.49,5445.33,,17102.7,845.631,728.768,,20.47,,95.4458,,
2000-04-05,Data loggers & software,Customer Solution Development,1.5,,,,,,,,,,,
2000-04-06,日本高周波鋼業,神戸製鋼所,37.24,490.145,16.6306,14824.3,316.318,1432.44,50.2848,23.6,0.77,34.2988,,
2000-04-06,Green Medical Co Ltd,STL Marketing Group Inc,64.26,,,,,,,,,,ELECTRIC SVC,MED/HOSP EQUI
2000-04-11,ニューファミリー,ジャパン,15.78,42.9967,,478.545,58.0402,0.574373,,11.4,0.02,19.3259,,
2000-04-17,Garden Tool Business,MTD Products Inc,110.32,,,,,,,,,,LAWN TRACTORS,
2000-04-19,日本信託銀行,三菱ＵＦＪﾌｨﾅﾝｼｬﾙ･ｸﾞﾙｰﾌﾟ,1013.06,,,,,,,27.96,2.85,297.69,COML BANK NEC,
2000-04-19,三菱UFJ信託銀行,三菱ＵＦＪﾌｨﾅﾝｼｬﾙ･ｸﾞﾙｰﾌﾟ,9994.83,,,,,,,27.96,,3826.68,COML BANK NEC,
2000-04-27,Asahi Kasei Plastics North America Inc,旭化成,93.96,1940.12,,14459.3,,1010.74,,33.12,,,,PLASTIC/RESIN
2000-04-28,Bird Feather KK,ドトールコーヒー,342.61,,,291.243,,,,,,,,
2000-04-30,日立リース,日立キャピタル,267.34,453.003,,,,,,18.34,,,,
2000-05-08,Verio Inc,日本電信電話,4332.5,23218.8,,55568.1,92.73,2084.34,,21.11,,,PHONE NO RADI,DATA PROCESS
2000-05-11,東京いすゞ自動車,いすゞ自動車,32.17,866.611,,17263.2,,729.844,,35.78,,,,VEHL WHOLESALE
2000-05-17,Minamigata Enterprise Co,ベネッセホールディングス,1312.64,383.135,,2255.29,,16.9605,,30.53,,,,
2000-05-18,関西さわやか銀行,ｲﾝﾍﾞｽｺ,271.71,1807.9,,,,,,,,,INVEST ADVICE,
2000-05-18,Kyocera Multimedia Corp,タイトー,78.43,,,,,,,,,,,
2000-05-22,Proudfoot Ltd/Japan,FBF2000 LP,42.5,,,,,,,,,,,
2000-05-22,光和建設,ソルコム,14.06,10.5768,,348.671,,0.462338,,1.49,0.03,17.878,,
2000-05-24,Trailers & trailer yards,丸紅,27.03,2916.88,,61513.6,,,,30.39,,,,
2000-05-24,Trailer leasing operations,丸紅,118.6,2916.88,,61513.6,,,,30.39,,,,
2000-05-25,4 automotive glass businesses,Pilkington Group Ltd,129.4,,,,,,,,,,,
2000-05-26,大昭和製紙,日本製紙,4236.43,375.401,,,2348.13,,,,,447.822,,
2000-05-30,Emblaze Semiconductor Ltd,BSDｸﾗｳﾝ,39.49,8.8137,,,,,,,,,,
2000-06-02,Power-tool business,創科実業[ﾃｸﾄﾛﾆｯｸ･ｲﾝﾀﾞｽﾄﾘｰｽﾞ],95.39,1311.84,,7378.92,,401.837,,,,,,
2000-06-07,E2ｵｰﾌﾟﾝ,複数買収者,200.0,,,,31.228,,,,,67.259,,COMPU SYS DES
2000-06-13,2 Japanese Wholesalers,メディパルホールディングス,30.91,916.88,,28384.7,,,,31.45,,,,
2000-06-14,ココスジャパン,伊藤忠商事,18.71,5555.56,148.407,87706.3,166.535,491.809,2.84577,35.42,0.96,340.421,METAL SVC CNTR,
2000-06-14,ココスジャパン,ゼンショーホールディングス,56.99,313.576,148.407,2511.14,166.535,70.6084,2.84577,6.1,0.96,340.421,,
2000-06-19,公共証,みずほｲﾝﾍﾞｽﾀｰｽﾞ証券,24.24,245.984,,,,,,2.19,,,,
2000-06-20,Lightyear Internet Consultancy,ｸﾗｳﾞｪﾙﾝ,3.0,27.6898,,,,,,24.0,,,,
2000-06-22,Akzo Kashmina,ｱｸｿﾞﾉｰﾍﾞﾙ,42.28,2096.22,,6540.91,,462.105,,,,,CHEMICALS,
2000-06-22,Tosoh Akzo Co,東ソー,53.01,265.684,,5361.26,,420.134,,31.77,,,,
2000-06-23,Brazilian manufacturing plant,ｾﾚｽﾃｨｶ,130.04,,,5050.5,,956.2,,,,,CIRCUIT BOARDS,
2000-06-27,Semiconductor Equipment Technology Inc,東ソー,18.97,265.684,,5361.26,,420.134,,31.77,,,,
2000-06-30,People World Co,ﾌｼﾞ･ﾒﾃﾞｨｱ･ﾎｰﾙﾃﾞｨﾝｸﾞｽ,9.4,358.798,,3321.76,,,,16.2,,,,
2000-06-30,日本債券信用銀行,Consortium,950.77,,,,,,,,,,,
2000-07-09,池田物産,ｼﾞｮﾝｿﾝｺﾝﾄﾛｰﾙｽﾞ,158.49,,,29807.0,,1186.0,,,,,INDUS FURN,FRESH FRUT/VEG
2000-07-11,Onsale Japan K K,Indigo Corp,2.5,,,,,,,,,,,
2000-07-12,3 oil fields,大阪ガス,66.98,461.11,,,,,,27.06,,,,
2000-07-13,BigBoy Co Ltd,カウボーイ,1.43,,,182.579,,,,,,,GROCERY STORE,
2000-07-14,環デザイン,ＫｅｙＨｏｌｄｅｒ,58.1,14.6754,,110.063,,,,1.12,0.16,6.13373,,
2000-07-14,キャビン工業,内田洋行,8.0,205.754,,2292.83,17.6244,4.38581,1.06373,18.91,2.5,6.01106,,
2000-07-14,テクニカルマネージメント,ＫｅｙＨｏｌｄｅｒ,170.14,14.6754,,110.063,126.238,,,1.12,0.64,13.8099,,
2000-07-19,Consumer Products division,オリンパス,1.64,2016.73,,2729.42,,,,45.56,,,,
2000-07-19,Ziff Davis Inc/Old,CNET Networks Inc,2104.17,,,179.02,169.968,,,,,,COMPU REL SVC,PERIODICALS
2000-07-24,Dutch UMTS B Licence,ＮＴＴドコモ,664.23,2743.69,,,,40.2394,,12.57,,,RADIO/TV EQUIP,
2000-07-25,積水ハウス北陸,積水ハウス,38.42,1201.94,,18797.5,103.143,,,29.68,13.27,18.3511,,
2000-07-25,Sekisui House Shikoku Ltd,積水ハウス,28.6,1201.94,,18797.5,,,,29.68,,,,
2000-07-25,Spring Tide Networks Inc,ﾉｷｱ･ｵﾌﾞ･ｱﾒﾘｶ,1549.74,,,5061.0,,,,,,,TELPHONE/TELEG,
2000-07-25,Sekisui House Yamanashi Ltd,積水ハウス,12.75,1201.94,,18797.5,,,,29.68,,,,
2000-07-25,Sekisui House Sanin Ltd,積水ハウス,10.62,1201.94,,18797.5,,,,29.68,,,,
2000-07-28,Mec Machinery,オリイメック,10.43,,,51.773,,,,,,,,
2000-07-31,英国ﾄﾖﾀ,トヨタ自動車,63.09,30952.8,,233574.0,,7126.89,,20.57,,,VEHIC/CAR BODY,
2000-08-04,Technical Electronic,テクニカル電子,11.83,3.55169,,48.6005,,2.93886,,,,,,
2000-08-04,Tochigi facility,GKN,82.93,,,,,,,,,,,
2000-08-07,アジアネット株式会社,ソフトバンクグループ,12.6,6962.65,,26905.7,,,,26.71,,,PHONE NO RADI,
2000-08-08,ｷﾔﾉﾝ化成,キヤノン,146.37,1.3774,,17677.1,1677.17,480.136,4.0493,17.08,7.78,26.7224,PHOTOG EQUIP,
2000-08-09,EMCOMホールディングス,電訊盈科 [PCCW],276.15,239.632,3.2597,2658.77,30.1789,,,,27.63,16.3643,PHONE NO RADI,
2000-08-10,5.net,三菱商事,3.79,6365.89,,122488.0,,1864.39,,28.78,,,,
2000-08-10,Mire KK,堀田丸正,1.8,7.07103,,26.476,,0.25834,,0.64,,,,
2000-08-11,マインマート,Mine-Mart Holding Co Ltd,98.67,,,,549.984,,,,,,,CUT STONE PROD
2000-08-16,Cement Plant in Papua New Guinea,太平洋セメント,11.97,337.187,,5518.98,,396.646,,39.05,,,,
2000-08-21,Game Show Network LLC/The,Liberty Digital Inc,237.55,,,65.441,,,,,,,CABLE/OTHR PAY,
2000-08-21,TK Industry YK,トッキ,22.82,,,81.6516,,,,,,,,
2000-08-22,Pulpwood operations,丸紅,33.69,2916.88,,61513.6,,,,30.39,,,,
2000-08-22,Sanyo Securities building,ＴＩＳ,31.39,,,1537.68,,,,,,,,
2000-08-25,Seeds Inc,マクニカ,357.52,154.483,,2270.74,,,,21.34,,,,FARM SUPPLIES
