日経会社コード,企業名称,株式コード,決算期,決算種別,連結基準,<貸借対照表（資産）>現金・預金／現金及び現金同等物(百万円)
0000055,ユアテック,1934,2011/03,10,1,20223
0000055,ユアテック,1934,2012/03,10,1,21944
0000055,ユアテック,1934,2013/03,10,1,20327
0000055,ユアテック,1934,2014/03,10,1,20351
0000055,ユアテック,1934,2015/03,10,1,25598
0000055,ユアテック,1934,2016/03,10,1,21193
0000055,ユアテック,1934,2017/03,10,1,31072
0000055,ユアテック,1934,2018/03,10,1,30959
0000055,ユアテック,1934,2019/03,10,1,32899
0000055,ユアテック,1934,2020/03,10,1,36236
0000056,日比谷総合設備,1982,1996/03,10,1,13611
0000056,日比谷総合設備,1982,1997/03,10,1,10643
0000056,日比谷総合設備,1982,1998/03,10,1,10670
0000056,日比谷総合設備,1982,1999/03,10,1,16126
0000056,日比谷総合設備,1982,2000/03,10,1,16863
0000056,日比谷総合設備,1982,2001/03,10,1,7796
0000056,日比谷総合設備,1982,2002/03,10,1,19997
0000056,日比谷総合設備,1982,2003/03,10,1,14772
0000056,日比谷総合設備,1982,2004/03,10,1,17320
0000056,日比谷総合設備,1982,2005/03,10,1,14056
0000056,日比谷総合設備,1982,2006/03,10,1,11500
0000056,日比谷総合設備,1982,2007/03,10,1,7880
0000056,日比谷総合設備,1982,2008/03,10,1,9832
0000056,日比谷総合設備,1982,2009/03,10,1,11458
0000056,日比谷総合設備,1982,2010/03,10,1,11650
0000056,日比谷総合設備,1982,2011/03,10,1,13282
0000056,日比谷総合設備,1982,2012/03,10,1,8774
0000056,日比谷総合設備,1982,2013/03,10,1,5481
0000056,日比谷総合設備,1982,2014/03,10,1,4920
0000056,日比谷総合設備,1982,2015/03,10,1,3363
0000056,日比谷総合設備,1982,2016/03,10,1,5945
0000056,日比谷総合設備,1982,2017/03,10,1,11345
0000056,日比谷総合設備,1982,2018/03,10,1,12669
0000056,日比谷総合設備,1982,2019/03,10,1,17641
0000056,日比谷総合設備,1982,2020/03,10,1,20896
0000059,植木組,1867,1995/03,10,1,3293
0000059,植木組,1867,1996/03,10,1,4988
0000059,植木組,1867,1997/03,10,1,4751
0000059,植木組,1867,1998/03,10,1,5643
0000059,植木組,1867,1999/03,10,1,6803
0000059,植木組,1867,2000/03,10,1,6159
0000059,植木組,1867,2001/03,10,1,5170
0000059,植木組,1867,2002/03,10,1,4771
0000059,植木組,1867,2003/03,10,1,4232
0000059,植木組,1867,2004/03,10,1,3807
0000059,植木組,1867,2005/03,10,1,3957
0000059,植木組,1867,2006/03,10,1,4645
0000059,植木組,1867,2007/03,10,1,4785
0000059,植木組,1867,2008/03,10,1,4475
0000059,植木組,1867,2009/03,10,1,5620
0000059,植木組,1867,2010/03,10,1,6999
0000059,植木組,1867,2011/03,10,1,6750
0000059,植木組,1867,2012/03,10,1,5003
0000059,植木組,1867,2013/03,10,1,4710
0000059,植木組,1867,2014/03,10,1,5146
0000059,植木組,1867,2015/03,10,1,5934
0000059,植木組,1867,2016/03,10,1,5611
0000059,植木組,1867,2017/03,10,1,5334
0000059,植木組,1867,2018/03,10,1,6996
0000059,植木組,1867,2019/03,10,1,7236
0000059,植木組,1867,2020/03,10,1,7085
0000061,大成建設,1801,1978/03,10,1,107455
0000061,大成建設,1801,1979/03,10,1,104856
0000061,大成建設,1801,1980/03,10,1,121494
0000061,大成建設,1801,1981/03,10,1,104539
0000061,大成建設,1801,1982/03,10,1,127679
0000061,大成建設,1801,1983/03,10,1,85683
0000061,大成建設,1801,1984/03,10,1,98363
0000061,大成建設,1801,1985/03,10,1,102004
0000061,大成建設,1801,1986/03,10,1,96053
0000061,大成建設,1801,1987/03,10,1,148735
0000061,大成建設,1801,1988/03,10,1,237546
0000061,大成建設,1801,1989/03,10,1,308117
0000061,大成建設,1801,1990/03,10,1,299551
0000061,大成建設,1801,1991/03,10,1,371746
0000061,大成建設,1801,1992/03,10,1,319110
0000061,大成建設,1801,1993/03,10,1,292363
0000061,大成建設,1801,1994/03,10,1,304314
0000061,大成建設,1801,1995/03,10,1,265555
0000061,大成建設,1801,1996/03,10,1,237732
0000061,大成建設,1801,1997/03,10,1,184066
0000061,大成建設,1801,1998/03,10,1,178167
0000061,大成建設,1801,1999/03,10,1,205632
0000061,大成建設,1801,2000/03,10,1,171328
0000061,大成建設,1801,2001/03,10,1,153740
0000061,大成建設,1801,2002/03,10,1,120463
0000061,大成建設,1801,2003/03,10,1,129490
0000061,大成建設,1801,2004/03,10,1,131269
0000061,大成建設,1801,2005/03,10,1,155373
0000061,大成建設,1801,2006/03,10,1,124886
0000061,大成建設,1801,2007/03,10,1,155552
0000061,大成建設,1801,2008/03,10,1,94190
0000061,大成建設,1801,2009/03,10,1,150127
0000061,大成建設,1801,2010/03,10,1,156680
0000061,大成建設,1801,2011/03,10,1,203995
0000061,大成建設,1801,2012/03,10,1,243736
0000061,大成建設,1801,2013/03,10,1,266638
0000061,大成建設,1801,2014/03,10,1,355547
0000061,大成建設,1801,2015/03,10,1,338308
0000061,大成建設,1801,2016/03,10,1,374192
0000061,大成建設,1801,2017/03,10,1,535592
0000061,大成建設,1801,2018/03,10,1,687456
0000061,大成建設,1801,2019/03,10,1,467750
0000061,大成建設,1801,2020/03,10,1,482722
0000062,大林組,1802,1984/03,10,1,69662
0000062,大林組,1802,1985/03,10,1,68231
0000062,大林組,1802,1986/03,10,1,83108
0000062,大林組,1802,1987/03,10,1,110096
0000062,大林組,1802,1988/03,10,1,126673
0000062,大林組,1802,1989/03,10,1,225876
0000062,大林組,1802,1990/03,10,1,227941
0000062,大林組,1802,1991/03,10,1,177699
0000062,大林組,1802,1992/03,10,1,185181
0000062,大林組,1802,1993/03,10,1,208498
0000062,大林組,1802,1994/03,10,1,148921
0000062,大林組,1802,1995/03,10,1,102398
0000062,大林組,1802,1996/03,10,1,104242
0000062,大林組,1802,1997/03,10,1,108341
0000062,大林組,1802,1998/03,10,1,88718
0000062,大林組,1802,1999/03,10,1,95376
0000062,大林組,1802,2000/03,10,1,97198
0000062,大林組,1802,2001/03,10,1,91162
0000062,大林組,1802,2002/03,10,1,87730
0000062,大林組,1802,2003/03,10,1,108039
0000062,大林組,1802,2004/03,10,1,104969
0000062,大林組,1802,2005/03,10,1,111586
0000062,大林組,1802,2006/03,10,1,101530
0000062,大林組,1802,2007/03,10,1,134984
0000062,大林組,1802,2008/03,10,1,129680
0000062,大林組,1802,2009/03,10,1,144640
0000062,大林組,1802,2010/03,10,1,136969
0000062,大林組,1802,2011/03,10,1,109031
0000062,大林組,1802,2012/03,10,1,121714
0000062,大林組,1802,2013/03,10,1,99717
0000062,大林組,1802,2014/03,10,1,121373
0000062,大林組,1802,2015/03,10,1,164309
0000062,大林組,1802,2016/03,10,1,164829
0000062,大林組,1802,2017/03,10,1,194585
0000062,大林組,1802,2018/03,10,1,190055
0000062,大林組,1802,2019/03,10,1,168698
0000062,大林組,1802,2020/03,10,1,315027
0000063,清水建設,1803,1987/03,10,1,125351
0000063,清水建設,1803,1988/03,10,1,133516
0000063,清水建設,1803,1989/03,10,1,165851
0000063,清水建設,1803,1990/03,10,1,265195
0000063,清水建設,1803,1991/03,10,1,234256
0000063,清水建設,1803,1992/03,10,1,269286
0000063,清水建設,1803,1993/03,10,1,309882
0000063,清水建設,1803,1994/03,10,1,234250
0000063,清水建設,1803,1995/03,10,1,199442
0000063,清水建設,1803,1996/03,10,1,162741
0000063,清水建設,1803,1997/03,10,1,142902
0000063,清水建設,1803,1998/03,10,1,134896
0000063,清水建設,1803,1999/03,10,1,168855
0000063,清水建設,1803,2000/03,10,1,201845
0000063,清水建設,1803,2001/03,10,1,211329
0000063,清水建設,1803,2002/03,10,1,182128
0000063,清水建設,1803,2003/03,10,1,131678
0000063,清水建設,1803,2004/03,10,1,133353
0000063,清水建設,1803,2005/03,10,1,183985
0000063,清水建設,1803,2006/03,10,1,144410
0000063,清水建設,1803,2007/03,10,1,165025
0000063,清水建設,1803,2008/03,10,1,169326
0000063,清水建設,1803,2009/03,10,1,193295
0000063,清水建設,1803,2010/03,10,1,182659
0000063,清水建設,1803,2011/03,10,1,136251
0000063,清水建設,1803,2012/03,10,1,150773
0000063,清水建設,1803,2013/03,10,1,158634
0000063,清水建設,1803,2014/03,10,1,141440
0000063,清水建設,1803,2015/03,10,1,176482
0000063,清水建設,1803,2016/03,10,1,189167
0000063,清水建設,1803,2017/03,10,1,172803
0000063,清水建設,1803,2018/03,10,1,196158
0000063,清水建設,1803,2019/03,10,1,150978
0000063,清水建設,1803,2020/03,10,1,351722
0000065,飛島建設,1805,1984/03,10,1,60801
0000065,飛島建設,1805,1985/03,10,1,72640
0000065,飛島建設,1805,1986/03,10,1,97703
0000065,飛島建設,1805,1987/03,10,1,53329
0000065,飛島建設,1805,1988/03,10,1,60683
0000065,飛島建設,1805,1989/03,10,1,57361
0000065,飛島建設,1805,1990/03,10,1,57094
0000065,飛島建設,1805,1991/03,10,1,39747
0000065,飛島建設,1805,1992/03,10,1,26254
0000065,飛島建設,1805,1993/03,10,1,29605
0000065,飛島建設,1805,1994/03,10,1,36864
0000065,飛島建設,1805,1995/03,10,1,45513
0000065,飛島建設,1805,1996/03,10,1,56063
0000065,飛島建設,1805,1997/03,10,1,55651
0000065,飛島建設,1805,1998/03,10,1,46089
0000065,飛島建設,1805,1999/03,10,1,64068
0000065,飛島建設,1805,2000/03,10,1,60375
0000065,飛島建設,1805,2001/03,10,1,46985
0000065,飛島建設,1805,2002/03,10,1,25328
0000065,飛島建設,1805,2003/03,10,1,15317
0000065,飛島建設,1805,2004/03,10,1,13342
0000065,飛島建設,1805,2005/03,10,1,17378
0000065,飛島建設,1805,2006/03,10,1,42395
0000065,飛島建設,1805,2007/03,10,1,43719
0000065,飛島建設,1805,2008/03,10,1,10689
0000065,飛島建設,1805,2009/03,10,1,5825
0000065,飛島建設,1805,2010/03,10,1,13888
0000065,飛島建設,1805,2011/03,10,1,7320
0000065,飛島建設,1805,2012/03,10,1,5193
0000065,飛島建設,1805,2013/03,10,1,11984
0000065,飛島建設,1805,2014/03,10,1,9481
0000065,飛島建設,1805,2015/03,10,1,14908
0000065,飛島建設,1805,2016/03,10,1,14670
0000065,飛島建設,1805,2017/03,10,1,24727
0000065,飛島建設,1805,2018/03,10,1,21091
0000065,飛島建設,1805,2019/03,10,1,23217
0000065,飛島建設,1805,2020/03,10,1,23245
0000067,長谷工コーポレーション,1808,1982/05,10,1,65010
0000067,長谷工コーポレーション,1808,1983/05,10,1,40844
0000067,長谷工コーポレーション,1808,1984/05,10,1,44974
0000067,長谷工コーポレーション,1808,1985/05,10,1,59008
0000067,長谷工コーポレーション,1808,1986/05,10,1,67388
0000067,長谷工コーポレーション,1808,1987/05,10,1,55776
0000067,長谷工コーポレーション,1808,1988/03,10,1,59044
0000067,長谷工コーポレーション,1808,1989/03,10,1,130767
0000067,長谷工コーポレーション,1808,1990/03,10,1,113350
0000067,長谷工コーポレーション,1808,1991/03,10,1,133901
0000067,長谷工コーポレーション,1808,1992/03,10,1,107209
0000067,長谷工コーポレーション,1808,1993/03,10,1,160354
0000067,長谷工コーポレーション,1808,1994/03,10,1,95405
0000067,長谷工コーポレーション,1808,1995/03,10,1,92724
0000067,長谷工コーポレーション,1808,1996/03,10,1,69361
0000067,長谷工コーポレーション,1808,1997/03,10,1,81407
0000067,長谷工コーポレーション,1808,1998/03,10,1,80082
0000067,長谷工コーポレーション,1808,1999/03,10,1,61131
0000067,長谷工コーポレーション,1808,2000/03,10,1,37114
0000067,長谷工コーポレーション,1808,2001/03,10,1,35097
0000067,長谷工コーポレーション,1808,2002/03,10,1,24569
0000067,長谷工コーポレーション,1808,2003/03,10,1,35342
0000067,長谷工コーポレーション,1808,2004/03,10,1,31097
0000067,長谷工コーポレーション,1808,2005/03,10,1,93478
0000067,長谷工コーポレーション,1808,2006/03,10,1,77581
0000067,長谷工コーポレーション,1808,2007/03,10,1,66528
0000067,長谷工コーポレーション,1808,2008/03,10,1,62639
0000067,長谷工コーポレーション,1808,2009/03,10,1,55518
0000067,長谷工コーポレーション,1808,2010/03,10,1,60272
0000067,長谷工コーポレーション,1808,2011/03,10,1,82034
0000067,長谷工コーポレーション,1808,2012/03,10,1,89223
0000067,長谷工コーポレーション,1808,2013/03,10,1,118589
0000067,長谷工コーポレーション,1808,2014/03,10,1,138382
0000067,長谷工コーポレーション,1808,2015/03,10,1,134187
0000067,長谷工コーポレーション,1808,2016/03,10,1,152752
0000067,長谷工コーポレーション,1808,2017/03,10,1,201269
0000067,長谷工コーポレーション,1808,2018/03,10,1,208055
0000067,長谷工コーポレーション,1808,2019/03,10,1,212423
0000067,長谷工コーポレーション,1808,2020/03,10,1,152531
0000069,松井建設,1810,2006/03,10,1,17389
0000069,松井建設,1810,2007/03,10,1,6882
0000069,松井建設,1810,2008/03,10,1,9786
0000069,松井建設,1810,2009/03,10,1,8928
0000069,松井建設,1810,2010/03,10,1,7626
0000069,松井建設,1810,2011/03,10,1,7760
0000069,松井建設,1810,2012/03,10,1,11205
0000069,松井建設,1810,2013/03,10,1,9673
0000069,松井建設,1810,2014/03,10,1,17605
0000069,松井建設,1810,2015/03,10,1,13286
0000069,松井建設,1810,2016/03,10,1,22506
0000069,松井建設,1810,2017/03,10,1,22651
0000069,松井建設,1810,2018/03,10,1,24109
0000069,松井建設,1810,2019/03,10,1,19571
0000069,松井建設,1810,2020/03,10,1,12750
0000070,銭高組,1811,2000/03,10,1,26223
0000070,銭高組,1811,2001/03,10,1,35904
0000070,銭高組,1811,2002/03,10,1,12892
0000070,銭高組,1811,2003/03,10,1,32089
0000070,銭高組,1811,2004/03,10,1,43236
0000070,銭高組,1811,2005/03,10,1,24159
0000070,銭高組,1811,2006/03,10,1,27485
0000070,銭高組,1811,2007/03,10,1,35180
0000070,銭高組,1811,2008/03,10,1,29178
0000070,銭高組,1811,2009/03,10,1,28474
0000070,銭高組,1811,2010/03,10,1,34898
0000070,銭高組,1811,2011/03,10,1,32247
0000070,銭高組,1811,2012/03,10,1,26634
0000070,銭高組,1811,2013/03,10,1,23760
0000070,銭高組,1811,2014/03,10,1,18889
0000070,銭高組,1811,2015/03,10,1,28209
0000070,銭高組,1811,2016/03,10,1,22955
0000070,銭高組,1811,2017/03,10,1,28836
0000070,銭高組,1811,2018/03,10,1,35146
0000070,銭高組,1811,2019/03,10,1,34534
0000070,銭高組,1811,2020/03,10,1,29209
0000071,鹿島,1812,1984/11,10,1,123805
0000071,鹿島,1812,1985/11,10,1,140978
0000071,鹿島,1812,1986/11,10,1,143955
0000071,鹿島,1812,1987/11,10,1,179165
0000071,鹿島,1812,1988/03,10,1,191527
0000071,鹿島,1812,1989/03,10,1,197738
0000071,鹿島,1812,1990/03,10,1,287540
0000071,鹿島,1812,1991/03,10,1,273389
0000071,鹿島,1812,1992/03,10,1,268633
0000071,鹿島,1812,1993/03,10,1,217148
0000071,鹿島,1812,1994/03,10,1,168135
0000071,鹿島,1812,1995/03,10,1,193255
0000071,鹿島,1812,1996/03,10,1,165111
0000071,鹿島,1812,1997/03,10,1,182350
0000071,鹿島,1812,1998/03,10,1,133464
0000071,鹿島,1812,1999/03,10,1,126224
0000071,鹿島,1812,2000/03,10,1,143548
0000071,鹿島,1812,2001/03,10,1,116949
0000071,鹿島,1812,2002/03,10,1,103456
0000071,鹿島,1812,2003/03,10,1,91387
0000071,鹿島,1812,2004/03,10,1,108482
0000071,鹿島,1812,2005/03,10,1,140664
0000071,鹿島,1812,2006/03,10,1,144895
0000071,鹿島,1812,2007/03,10,1,158951
0000071,鹿島,1812,2008/03,10,1,102020
0000071,鹿島,1812,2009/03,10,1,153650
0000071,鹿島,1812,2010/03,10,1,146570
0000071,鹿島,1812,2011/03,10,1,158960
0000071,鹿島,1812,2012/03,10,1,162217
0000071,鹿島,1812,2013/03,10,1,202194
0000071,鹿島,1812,2014/03,10,1,268890
0000071,鹿島,1812,2015/03,10,1,252250
0000071,鹿島,1812,2016/03,10,1,241903
0000071,鹿島,1812,2017/03,10,1,374093
0000071,鹿島,1812,2018/03,10,1,394550
0000071,鹿島,1812,2019/03,10,1,322658
0000071,鹿島,1812,2020/03,10,1,262963
0000072,不動テトラ,1813,1984/09,10,1,20209
0000072,不動テトラ,1813,1985/09,10,1,22182
0000072,不動テトラ,1813,1986/09,10,1,24493
0000072,不動テトラ,1813,1987/09,10,1,26043
0000072,不動テトラ,1813,1988/09,10,1,27528
0000072,不動テトラ,1813,1989/03,10,1,21384
0000072,不動テトラ,1813,1990/03,10,1,19082
0000072,不動テトラ,1813,1991/03,10,1,22740
0000072,不動テトラ,1813,1992/03,10,1,14122
0000072,不動テトラ,1813,1993/03,10,1,17945
0000072,不動テトラ,1813,1994/03,10,1,20622
0000072,不動テトラ,1813,1995/03,10,1,15158
0000072,不動テトラ,1813,1996/03,10,1,14792
0000072,不動テトラ,1813,1997/03,10,1,13314
0000072,不動テトラ,1813,1998/03,10,1,25509
0000072,不動テトラ,1813,1999/03,10,1,31536
0000072,不動テトラ,1813,2000/03,10,1,29036
0000072,不動テトラ,1813,2001/03,10,1,32846
0000072,不動テトラ,1813,2002/03,10,1,24455
0000072,不動テトラ,1813,2003/03,10,1,20414
0000072,不動テトラ,1813,2004/03,10,1,24345
0000072,不動テトラ,1813,2005/03,10,1,7081
0000072,不動テトラ,1813,2006/03,10,1,5015
0000072,不動テトラ,1813,2007/03,10,1,7191
0000072,不動テトラ,1813,2008/03,10,1,7765
0000072,不動テトラ,1813,2009/03,10,1,5138
0000072,不動テトラ,1813,2010/03,10,1,5197
0000072,不動テトラ,1813,2011/03,10,1,3969
0000072,不動テトラ,1813,2012/03,10,1,5654
0000072,不動テトラ,1813,2013/03,10,1,9702
0000072,不動テトラ,1813,2014/03,10,1,9005
0000072,不動テトラ,1813,2015/03,10,1,8392
0000072,不動テトラ,1813,2016/03,10,1,7932
0000072,不動テトラ,1813,2017/03,10,1,9891
0000072,不動テトラ,1813,2018/03,10,1,20392
0000072,不動テトラ,1813,2019/03,10,1,12391
0000072,不動テトラ,1813,2020/03,10,1,8879
0000073,大末建設,1814,2000/03,10,1,12329
0000073,大末建設,1814,2001/03,10,1,8791
0000073,大末建設,1814,2002/03,10,1,7481
0000073,大末建設,1814,2003/03,10,1,1433
0000073,大末建設,1814,2004/03,10,1,2239
0000073,大末建設,1814,2005/03,10,1,5043
0000073,大末建設,1814,2006/03,10,1,6299
0000073,大末建設,1814,2007/03,10,1,10174
0000073,大末建設,1814,2008/03,10,1,5642
0000073,大末建設,1814,2009/03,10,1,4902
0000073,大末建設,1814,2010/03,10,1,4803
0000073,大末建設,1814,2011/03,10,1,11652
0000073,大末建設,1814,2012/03,10,1,12765
0000073,大末建設,1814,2013/03,10,1,9412
0000073,大末建設,1814,2014/03,10,1,6739
0000073,大末建設,1814,2015/03,10,1,2500
0000073,大末建設,1814,2016/03,10,1,2581
0000073,大末建設,1814,2017/03,10,1,3216
0000073,大末建設,1814,2018/03,10,1,8117
0000073,大末建設,1814,2019/03,10,1,13786
0000073,大末建設,1814,2020/03,10,1,10008
0000074,鉄建建設,1815,1995/03,10,1,38418
0000074,鉄建建設,1815,1996/03,10,1,34298
0000074,鉄建建設,1815,1997/03,10,1,30852
0000074,鉄建建設,1815,1998/03,10,1,37260
0000074,鉄建建設,1815,1999/03,10,1,40350
0000074,鉄建建設,1815,2000/03,10,1,35557
0000074,鉄建建設,1815,2001/03,10,1,35526
0000074,鉄建建設,1815,2002/03,10,1,31964
0000074,鉄建建設,1815,2003/03,10,1,30439
0000074,鉄建建設,1815,2004/03,10,1,34039
0000074,鉄建建設,1815,2005/03,10,1,44624
0000074,鉄建建設,1815,2006/03,10,1,35144
0000074,鉄建建設,1815,2007/03,10,1,19335
0000074,鉄建建設,1815,2008/03,10,1,20016
0000074,鉄建建設,1815,2009/03,10,1,18937
0000074,鉄建建設,1815,2010/03,10,1,19427
0000074,鉄建建設,1815,2011/03,10,1,15862
0000074,鉄建建設,1815,2012/03,10,1,19098
0000074,鉄建建設,1815,2013/03,10,1,13077
0000074,鉄建建設,1815,2014/03,10,1,14324
0000074,鉄建建設,1815,2015/03,10,1,10675
0000074,鉄建建設,1815,2016/03,10,1,10795
0000074,鉄建建設,1815,2017/03,10,1,18173
0000074,鉄建建設,1815,2018/03,10,1,8779
